Sub	Sub	run	tsnr	fd_mean	outlier_run_Custom1
3170	mid	1	91.0401916503906	0.085373048140212	False
sub-1247	mid	1	46.046516418457	0.261402621624577	False
sub-1247	mid	2	60.1127067313064	0.191522277680281	False
sub-1294	mid	1	53.0928573608398	0.150904442178206	False
sub-3167	mid	1	80.0364761352539	0.20674962357323	False
sub-3125	mid	1	48.1675643920898	0.314540708654048	False
sub-1003	mid	1	66.6026542887557	0.171448164939292	False
sub-1015	mid	1	88.7492141723633	0.166520111157584	False
sub-1015	mid	2	70.6344604492188	0.188573824769323	False
sub-3143	mid	1	62.5006683970569	0.122756857780204	False
sub-1245	mid	1	74.0513458251953	0.121246115276812	False
sub-1245	mid	2	66.7436218261719	0.125648742893919	False
sub-1009	mid	1	90.7615203857422	0.180950248372109	False
sub-1009	mid	2	80.8385925292969	0.154195544038887	False
sub-1244	mid	2	68.5069478452206	0.232500974228654	False
sub-1244	mid	1	70.5880966186524	0.213430163122822	False
sub-1303	mid	1	59.5186653137207	0.148775808361095	False
sub-3122	mid	1	55.8332405090332	0.161242262625403	False
sub-3152	mid	1	36.4835548400879	0.394729437471901	True
sub-1010	mid	1	61.6758346557617	0.155817088714794	False
sub-1010	mid	2	61.1585693359375	0.18148590566568	False
sub-3164	mid	1	40.2608489990234	0.432485235354966	True
sub-1255	mid	2	59.9940948486328	0.161967087954964	False
sub-1255	mid	1	73.3977203369141	0.151124165358184	False
sub-3206	mid	1	46.0511360168457	0.26473715829821	False
sub-3173	mid	1	74.1602478027344	0.089725894450157	False
sub-3190	mid	1	56.0102020357735	0.166025396301893	False
sub-3176	mid	1	71.0142059326172	0.194186940341954	False
sub-3212	mid	1	81.5952987670898	0.05948811317327	False
sub-3199	mid	1	84.8032150268555	0.1407848093699	False
sub-3220	mid	1	37.5751800537109	0.223391378909154	False
sub-1011	mid	2	63.9608306884766	0.210040654082331	False
sub-1011	mid	1	71.1017761230469	0.176367416247896	False
sub-3101	mid	1	47.5172080993652	0.220275857929352	False
sub-3218	mid	1	45.5149841308594	0.151611381039896	False
sub-1242	mid	1	66.8002395629883	0.107627297723525	False
sub-1301	mid	1	69.571044921875	0.250066950663704	False
sub-1301	mid	2	59.2958946228027	0.213528001969482	False
sub-1013	mid	2	95.4559326171875	0.088654706516169	False
sub-1013	mid	1	89.4512329101562	0.095451042757517	False
sub-3189	mid	1	74.2148673669435	0.123793628506716	False
sub-3116	mid	1	78.2802429199219	0.156073669435383	False
sub-1002	mid	2	90.5191955566406	0.092381431604258	False
sub-1002	mid	1	77.148078918457	0.111157439138928	False
sub-3210	mid	1	34.6202621459961	0.44745843817511	True
sub-1016	mid	2	93.6035842895508	0.123145170338115	False
sub-1016	mid	1	81.129264831543	0.123553336341434	False
sub-3175	mid	1	49.8676528930664	0.236923051966803	False
sub-3200	mid	1	74.3640441894531	0.15181472675783	False
sub-1004	mid	1	67.3030700683594	0.140241799315678	False
sub-1004	mid	2	66.9799652099609	0.137846429258533	False
sub-1007	mid	2	82.7566852723248	0.123736140281941	False
sub-1007	mid	1	65.8038864135742	0.125107315662346	False
sub-1001	mid	2	55.6976439133287	0.18470267992476	False
sub-1001	mid	1	69.9883906049654	0.149728959113715	False
sub-1021	mid	1	57.7540397644043	0.161690134642443	False
sub-1021	mid	2	83.8603744506836	0.146774329287668	False
sub-3166	mid	1	79.5963287353516	0.155934610505435	False
sub-3140	mid	1	61.8501281738281	0.211227593425893	False
sub-1253	mid	2	43.704216003418	0.51501627317268	True
sub-1253	mid	1	40.8776893615723	0.546105946232838	True
sub-1282	mid	1	88.1699142456055	0.101855613874229	False
sub-3223	mid	1	31.8846111297607	0.422660257117084	True
sub-1286	mid	2	50.2434959411621	0.152300600541273	False
sub-1286	mid	1	51.5206985473633	0.143798874667748	False
sub-1019	mid	1	66.8653106689453	0.145967159450036	False
sub-1019	mid	2	66.1385040283203	0.173519567760437	False
sub-1012	mid	1	98.8374633789062	0.09677751140045	False
sub-1012	mid	2	92.9790115356445	0.115340257203817	False
sub-1302	mid	1	61.2452049255371	0.152989925344162	False
sub-1276	mid	1	57.6901054382324	0.159500571695533	False
sub-1249	mid	2	36.922607421875	0.353508564440644	True
sub-1249	mid	1	68.4428024291992	0.211302081642034	False
sub-1243	mid	2	74.0595550537109	0.31994739482975	False
sub-1243	mid	1	58.3644409179688	0.337140563545318	False
sub-1006	mid	3	76.6121826171875	0.125924560574978	False
sub-1006	mid	1	76.6121826171875	0.125924560574978	False
sub-1006	mid	2	94.7619781494141	0.120959907069794	False
sub-1248	mid	1	88.2484588623047	0.110889939300795	False
sub-1248	mid	2	89.9933647909202	0.114787842722119	False
sub-1300	mid	1	44.7238883972168	0.258785405235737	False
sub-1300	mid	2	26.4347534179687	0.589704512352381	True
